Archive_Date,Specialty_HIPE,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
1/31/2021,300,Dermatology,Adult,16-64, 3-6 Months,83
1/31/2021,300,Dermatology,Adult,16-64, 6-9 Months,54
1/31/2021,300,Dermatology,Adult,16-64,12-15 Months,88
1/31/2021,300,Dermatology,Child,0-15,18 Months +,16
1/31/2021,600,Otolaryngology (ENT),Child,0-15, 0-3 Months,54
1/31/2021,600,Otolaryngology (ENT),Child,0-15, 6-9 Months,34
1/31/2021,600,Otolaryngology (ENT),Child,0-15, 9-12 Months,86
1/31/2021,600,Otolaryngology (ENT),Child,0-15,18 Months +,694
1/31/2021,700,Gastro-Enterology,Adult,65+,15-18 Months,1
1/31/2021,700,Gastro-Enterology,Child,0-15, 0-3 Months,1
1/31/2021,700,Gastro-Enterology,Child,0-15, 6-9 Months,1
1/31/2021,900,Geriatric Medicine,Adult,16-64, 0-3 Months,15
1/31/2021,900,Geriatric Medicine,Adult,16-64, 3-6 Months,5
1/31/2021,1100,Haematology,Adult,16-64, 0-3 Months,45
1/31/2021,1100,Haematology,Adult,16-64, 3-6 Months,35
1/31/2021,1100,Haematology,Adult,16-64, 9-12 Months,34
1/31/2021,1100,Haematology,Adult,16-64,12-15 Months,54
1/31/2021,1100,Haematology,Adult,65+, 6-9 Months,11
1/31/2021,1300,Neurology,Adult,16-64, 0-3 Months,65
1/31/2021,1300,Neurology,Adult,16-64, 9-12 Months,46
1/31/2021,1300,Neurology,Adult,65+, 6-9 Months,12
1/31/2021,1503,Gynaecology,Adult,16-64, 0-3 Months,319
1/31/2021,1503,Gynaecology,Adult,16-64, 9-12 Months,85
1/31/2021,1503,Gynaecology,Adult,16-64,18 Months +,369
1/31/2021,1503,Gynaecology,Adult,65+, 3-6 Months,21
1/31/2021,1503,Gynaecology,Adult,65+, 6-9 Months,8
1/31/2021,1503,Gynaecology,Adult,65+,12-15 Months,11
1/31/2021,1503,Gynaecology,Child,0-15,15-18 Months,1
1/31/2021,1800,Orthopaedics,Adult,65+, 0-3 Months,138
1/31/2021,1800,Orthopaedics,Adult,65+, 6-9 Months,109
1/31/2021,1800,Orthopaedics,Adult,65+, 9-12 Months,119
1/31/2021,1900,Paediatrics,Child,0-15, 0-3 Months,239
1/31/2021,1900,Paediatrics,Child,0-15, 3-6 Months,190
1/31/2021,1900,Paediatrics,Child,0-15, 6-9 Months,101
1/31/2021,1900,Paediatrics,Child,0-15, 9-12 Months,117
1/31/2021,1900,Paediatrics,Child,0-15,12-15 Months,82
1/31/2021,1900,Paediatrics,Child,0-15,18 Months +,7
1/31/2021,2003,Maxillo-Facial,Adult,16-64,15-18 Months,41
1/31/2021,2003,Maxillo-Facial,Adult,16-64,18 Months +,145
1/31/2021,2003,Maxillo-Facial,Adult,65+, 0-3 Months,9
1/31/2021,2003,Maxillo-Facial,Adult,65+, 9-12 Months,15
1/31/2021,2003,Maxillo-Facial,Child,0-15, 6-9 Months,3
1/31/2021,2300,Nephrology,Adult,16-64, 0-3 Months,21
1/31/2021,2300,Nephrology,Adult,16-64, 3-6 Months,15
1/31/2021,2300,Nephrology,Adult,16-64,12-15 Months,2
1/31/2021,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,124
1/31/2021,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,55
1/31/2021,2400,Respiratory Medicine,Adult,16-64, 9-12 Months,74
1/31/2021,2400,Respiratory Medicine,Adult,16-64,18 Months +,114
1/31/2021,2400,Respiratory Medicine,Adult,65+, 3-6 Months,60
1/31/2021,2400,Respiratory Medicine,Adult,65+,12-15 Months,59
1/31/2021,2400,Respiratory Medicine,Child,0-15,15-18 Months,1
1/31/2021,2600,General Surgery,Adult,65+,15-18 Months,37
1/31/2021,2600,General Surgery,Adult,65+,18 Months +,74
1/31/2021,2600,General Surgery,Child,0-15, 3-6 Months,4
1/31/2021,2600,General Surgery,Child,0-15, 6-9 Months,5
1/31/2021,5000,General Medicine,Adult,16-64, 9-12 Months,82
1/31/2021,5000,General Medicine,Adult,16-64,18 Months +,104
1/31/2021,5000,General Medicine,Adult,65+, 3-6 Months,36
1/31/2021,5000,General Medicine,Adult,65+, 6-9 Months,21
1/31/2021,5000,General Medicine,Adult,65+,12-15 Months,26
1/31/2021,7800,Urology,Adult,16-64,15-18 Months,74
1/31/2021,7800,Urology,Child,0-15, 6-9 Months,12
1/31/2021,7800,Urology,Child,0-15, 9-12 Months,17
1/31/2021,7800,Urology,Child,0-15,12-15 Months,4
1/31/2021,8000,Anaesthetics,Adult,16-64,15-18 Months,15
1/31/2021,8000,Anaesthetics,Adult,65+, 3-6 Months,2
1/31/2021,8000,Anaesthetics,Adult,65+, 6-9 Months,2
1/31/2021,8000,Anaesthetics,Adult,65+, 9-12 Months,6
1/31/2021,8000,Anaesthetics,Adult,65+,12-15 Months,7
1/31/2021,8000,Anaesthetics,Adult,65+,18 Months +,13
1/31/2021,0,Small Volume Specialities,Adult,16-64, 9-12 Months,1
1/31/2021,300,Dermatology,Adult,65+,15-18 Months,42
1/31/2021,300,Dermatology,Child,0-15, 3-6 Months,36
1/31/2021,300,Dermatology,Child,0-15, 6-9 Months,27
1/31/2021,300,Dermatology,Child,0-15, 9-12 Months,25
1/31/2021,300,Dermatology,Child,0-15,12-15 Months,17
1/31/2021,300,Dermatology,Child,0-15,18 Months +,2
1/31/2021,400,Endocrinology,Adult,16-64,15-18 Months,40
1/31/2021,400,Endocrinology,Adult,16-64,18 Months +,215
1/31/2021,400,Endocrinology,Adult,65+, 0-3 Months,15
1/31/2021,400,Endocrinology,Adult,65+, 3-6 Months,17
1/31/2021,400,Endocrinology,Adult,65+, 6-9 Months,7
1/31/2021,400,Endocrinology,Adult,65+,12-15 Months,16
1/31/2021,402,Diabetes Mellitus,Adult,16-64, 0-3 Months,9
1/31/2021,402,Diabetes Mellitus,Adult,65+, 3-6 Months,3
1/31/2021,600,Otolaryngology (ENT),Adult,16-64,15-18 Months,173
1/31/2021,600,Otolaryngology (ENT),Adult,65+, 0-3 Months,60
1/31/2021,600,Otolaryngology (ENT),Adult,65+,18 Months +,163
1/31/2021,600,Otolaryngology (ENT),Child,0-15, 3-6 Months,74
1/31/2021,600,Otolaryngology (ENT),Child,0-15, 6-9 Months,52
1/31/2021,600,Otolaryngology (ENT),Child,0-15,12-15 Months,107
1/31/2021,1100,Haematology,Adult,16-64, 0-3 Months,24
1/31/2021,1100,Haematology,Adult,16-64, 3-6 Months,9
1/31/2021,1100,Haematology,Adult,16-64, 6-9 Months,9
1/31/2021,1100,Haematology,Adult,16-64, 9-12 Months,4
1/31/2021,1300,Neurology,Adult,16-64, 0-3 Months,69
1/31/2021,1300,Neurology,Adult,16-64, 3-6 Months,61
1/31/2021,1300,Neurology,Adult,16-64, 6-9 Months,34
1/31/2021,1300,Neurology,Adult,16-64, 9-12 Months,57
1/31/2021,1503,Gynaecology,Adult,16-64, 0-3 Months,191
1/31/2021,1503,Gynaecology,Adult,16-64, 6-9 Months,73
1/31/2021,1503,Gynaecology,Adult,16-64, 9-12 Months,130
1/31/2021,1503,Gynaecology,Adult,16-64,12-15 Months,94
1/31/2021,1503,Gynaecology,Adult,16-64,18 Months +,109
1/31/2021,1700,Ophthalmology,Adult,16-64,15-18 Months,27
1/31/2021,1700,Ophthalmology,Adult,65+,18 Months +,48
1/31/2021,2300,Nephrology,Adult,16-64,18 Months +,46
1/31/2021,2300,Nephrology,Adult,65+, 3-6 Months,22
1/31/2021,2300,Nephrology,Adult,65+, 6-9 Months,13
1/31/2021,2300,Nephrology,Adult,65+,12-15 Months,19
1/31/2021,2300,Nephrology,Adult,65+,15-18 Months,14
1/31/2021,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,89
1/31/2021,2400,Respiratory Medicine,Adult,16-64,12-15 Months,106
1/31/2021,2400,Respiratory Medicine,Adult,65+, 9-12 Months,35
1/31/2021,2500,Rheumatology,Adult,16-64, 3-6 Months,171
1/31/2021,2500,Rheumatology,Adult,16-64,12-15 Months,32
1/31/2021,2500,Rheumatology,Adult,16-64,18 Months +,175
1/31/2021,2500,Rheumatology,Adult,65+, 0-3 Months,73
1/31/2021,2500,Rheumatology,Adult,65+, 6-9 Months,25
1/31/2021,2500,Rheumatology,Adult,65+,15-18 Months,10
1/31/2021,2500,Rheumatology,Child,0-15, 0-3 Months,1
1/31/2021,2600,General Surgery,Adult,16-64, 0-3 Months,138
1/31/2021,2600,General Surgery,Adult,16-64, 6-9 Months,109
1/31/2021,2600,General Surgery,Adult,16-64,15-18 Months,68
1/31/2021,2600,General Surgery,Adult,65+, 9-12 Months,21
1/31/2021,2600,General Surgery,Child,0-15, 9-12 Months,3
1/31/2021,2602,Gastro-Intestinal Surgery,Adult,16-64,18 Months +,3
1/31/2021,2602,Gastro-Intestinal Surgery,Adult,65+, 0-3 Months,32
1/31/2021,2604,Vascular Surgery,Adult,16-64, 0-3 Months,88
1/31/2021,2604,Vascular Surgery,Adult,16-64, 6-9 Months,72
1/31/2021,2604,Vascular Surgery,Adult,16-64,12-15 Months,42
1/31/2021,2604,Vascular Surgery,Adult,16-64,15-18 Months,25
1/31/2021,2604,Vascular Surgery,Adult,16-64,18 Months +,61
1/31/2021,2605,Breast Surgery,Child,0-15, 9-12 Months,4
1/31/2021,7800,Urology,Adult,16-64,18 Months +,369
1/31/2021,7800,Urology,Adult,65+, 0-3 Months,220
1/31/2021,7800,Urology,Adult,65+, 3-6 Months,132
1/31/2021,7800,Urology,Adult,65+, 6-9 Months,92
1/31/2021,7800,Urology,Adult,65+,12-15 Months,113
1/31/2021,7800,Urology,Adult,65+,15-18 Months,100
1/31/2021,7800,Urology,Child,0-15, 0-3 Months,12
1/31/2021,7800,Urology,Child,0-15, 3-6 Months,14
1/31/2021,7800,Urology,Child,0-15,12-15 Months,16
1/31/2021,8003,Pain Relief,Adult,16-64, 6-9 Months,54
1/31/2021,8003,Pain Relief,Adult,65+, 9-12 Months,24
1/31/2021,100,Cardiology,Adult,16-64, 9-12 Months,46
1/31/2021,100,Cardiology,Adult,65+,18 Months +,109
1/31/2021,400,Endocrinology,Adult,16-64, 0-3 Months,36
1/31/2021,400,Endocrinology,Adult,16-64, 3-6 Months,11
1/31/2021,400,Endocrinology,Adult,16-64,12-15 Months,13
1/31/2021,400,Endocrinology,Adult,65+, 6-9 Months,7
1/31/2021,400,Endocrinology,Adult,65+,15-18 Months,5
1/31/2021,402,Diabetes Mellitus,Adult,65+, 0-3 Months,13
1/31/2021,402,Diabetes Mellitus,Adult,65+,18 Months +,39
1/31/2021,700,Gastro-Enterology,Adult,16-64, 6-9 Months,26
1/31/2021,700,Gastro-Enterology,Adult,16-64,15-18 Months,5
1/31/2021,700,Gastro-Enterology,Adult,65+, 9-12 Months,5
1/31/2021,1503,Gynaecology,Adult,65+, 0-3 Months,21
1/31/2021,1503,Gynaecology,Adult,65+, 3-6 Months,9
1/31/2021,1503,Gynaecology,Adult,65+, 6-9 Months,6
1/31/2021,1503,Gynaecology,Child,0-15, 0-3 Months,1
1/31/2021,1900,Paediatrics,Child,0-15, 9-12 Months,12
1/31/2021,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,58
1/31/2021,2400,Respiratory Medicine,Adult,16-64,18 Months +,2
1/31/2021,2400,Respiratory Medicine,Adult,65+, 3-6 Months,24
1/31/2021,2400,Respiratory Medicine,Adult,65+, 6-9 Months,15
1/31/2021,2400,Respiratory Medicine,Adult,65+,12-15 Months,29
1/31/2021,2400,Respiratory Medicine,Adult,65+,15-18 Months,17
1/31/2021,2400,Respiratory Medicine,Child,0-15, 0-3 Months,1
1/31/2021,2600,General Surgery,Adult,65+, 0-3 Months,119
1/31/2021,2600,General Surgery,Adult,65+, 3-6 Months,81
1/31/2021,2600,General Surgery,Adult,65+, 6-9 Months,45
1/31/2021,2600,General Surgery,Adult,65+,12-15 Months,2
1/31/2021,2600,General Surgery,Adult,65+,15-18 Months,1
1/31/2021,2600,General Surgery,Child,0-15, 0-3 Months,37
1/31/2021,2600,General Surgery,Child,0-15, 6-9 Months,16
1/31/2021,2600,General Surgery,Child,0-15,12-15 Months,1
1/31/2021,5000,General Medicine,Adult,16-64,15-18 Months,6
1/31/2021,5000,General Medicine,Adult,65+, 9-12 Months,21
1/31/2021,0,Small Volume Specialities,Adult,16-64, 3-6 Months,1
1/31/2021,600,Otolaryngology (ENT),Adult,16-64, 0-3 Months,76
1/31/2021,600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,77
1/31/2021,600,Otolaryngology (ENT),Adult,16-64,18 Months +,147
1/31/2021,600,Otolaryngology (ENT),Adult,65+, 3-6 Months,12
1/31/2021,600,Otolaryngology (ENT),Child,0-15, 3-6 Months,19
1/31/2021,600,Otolaryngology (ENT),Child,0-15, 6-9 Months,11
1/31/2021,600,Otolaryngology (ENT),Child,0-15,12-15 Months,29
1/31/2021,600,Otolaryngology (ENT),Child,0-15,15-18 Months,12
1/31/2021,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,23
1/31/2021,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,33
1/31/2021,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,22
1/31/2021,2400,Respiratory Medicine,Adult,16-64,12-15 Months,10
1/31/2021,2400,Respiratory Medicine,Adult,16-64,15-18 Months,2
1/31/2021,2400,Respiratory Medicine,Adult,16-64,18 Months +,25
1/31/2021,2600,General Surgery,Adult,16-64, 0-3 Months,214
1/31/2021,2600,General Surgery,Adult,16-64, 3-6 Months,106
1/31/2021,2600,General Surgery,Adult,16-64,12-15 Months,66
1/31/2021,2600,General Surgery,Adult,65+, 6-9 Months,27
1/31/2021,2600,General Surgery,Adult,65+, 9-12 Months,22
1/31/2021,2600,General Surgery,Adult,65+,15-18 Months,20
1/31/2021,2600,General Surgery,Child,0-15, 3-6 Months,2
1/31/2021,2600,General Surgery,Child,0-15, 6-9 Months,3
1/31/2021,5000,General Medicine,Adult,16-64, 9-12 Months,46
1/31/2021,7800,Urology,Adult,65+, 0-3 Months,3
1/31/2021,300,Dermatology,Adult,0-15, 6-9 Months,1
1/31/2021,300,Dermatology,Adult,16-64, 9-12 Months,16
1/31/2021,2003,Maxillo-Facial,Adult,16-64, 9-12 Months,41
1/31/2021,2003,Maxillo-Facial,Adult,65+, 0-3 Months,40
1/31/2021,2003,Maxillo-Facial,Adult,65+,18 Months +,14
1/31/2021,2500,Rheumatology,Adult,16-64, 0-3 Months,222
1/31/2021,2500,Rheumatology,Adult,16-64, 6-9 Months,72
1/31/2021,2500,Rheumatology,Adult,16-64,15-18 Months,2
1/31/2021,2500,Rheumatology,Adult,65+, 3-6 Months,32
1/31/2021,2600,General Surgery,Adult,65+, 9-12 Months,1
1/31/2021,8003,Pain Relief,Adult,16-64, 9-12 Months,187
1/31/2021,8003,Pain Relief,Adult,65+,18 Months +,472
1/31/2021,100,Cardiology,Adult,16-64, 9-12 Months,215
1/31/2021,100,Cardiology,Adult,65+,18 Months +,63
1/31/2021,300,Dermatology,Adult,16-64, 0-3 Months,381
1/31/2021,300,Dermatology,Adult,16-64, 3-6 Months,388
1/31/2021,300,Dermatology,Adult,16-64, 6-9 Months,274
1/31/2021,300,Dermatology,Adult,16-64,12-15 Months,307
1/31/2021,300,Dermatology,Adult,16-64,15-18 Months,213
1/31/2021,300,Dermatology,Adult,65+, 9-12 Months,114
1/31/2021,300,Dermatology,Child,0-15, 3-6 Months,65
1/31/2021,300,Dermatology,Child,0-15,12-15 Months,61
1/31/2021,300,Dermatology,Child,0-15,15-18 Months,38
1/31/2021,400,Endocrinology,Adult,16-64, 0-3 Months,131
1/31/2021,400,Endocrinology,Adult,16-64, 3-6 Months,121
1/31/2021,400,Endocrinology,Adult,16-64, 6-9 Months,96
1/31/2021,400,Endocrinology,Adult,16-64,12-15 Months,84
1/31/2021,400,Endocrinology,Adult,65+,15-18 Months,30
1/31/2021,400,Endocrinology,Child,0-15, 6-9 Months,1
1/31/2021,400,Endocrinology,Child,0-15,12-15 Months,1
1/31/2021,600,Otolaryngology (ENT),Adult,65+, 0-3 Months,128
1/31/2021,600,Otolaryngology (ENT),Adult,65+, 3-6 Months,100
1/31/2021,600,Otolaryngology (ENT),Adult,65+, 6-9 Months,49
1/31/2021,600,Otolaryngology (ENT),Adult,65+,12-15 Months,98
1/31/2021,600,Otolaryngology (ENT),Adult,65+,15-18 Months,82
1/31/2021,600,Otolaryngology (ENT),Child,0-15, 0-3 Months,125
1/31/2021,700,Gastro-Enterology,Adult,16-64,15-18 Months,86
1/31/2021,700,Gastro-Enterology,Adult,65+, 9-12 Months,37
1/31/2021,900,Geriatric Medicine,Adult,16-64, 3-6 Months,9
1/31/2021,900,Geriatric Medicine,Adult,16-64, 6-9 Months,10
1/31/2021,900,Geriatric Medicine,Adult,16-64,12-15 Months,13
1/31/2021,900,Geriatric Medicine,Adult,16-64,15-18 Months,12
1/31/2021,1100,Haematology,Adult,16-64, 9-12 Months,5
1/31/2021,1503,Gynaecology,Adult,16-64,18 Months +,283
1/31/2021,1503,Gynaecology,Adult,65+, 0-3 Months,31
1/31/2021,1503,Gynaecology,Adult,65+, 6-9 Months,10
1/31/2021,1503,Gynaecology,Adult,65+,15-18 Months,8
1/31/2021,1503,Gynaecology,Child,0-15, 3-6 Months,3
1/31/2021,1503,Gynaecology,Child,0-15,12-15 Months,3
1/31/2021,1503,Gynaecology,Child,0-15,18 Months +,1
1/31/2021,1700,Ophthalmology,Child,0-15, 0-3 Months,28
1/31/2021,1700,Ophthalmology,Child,0-15, 3-6 Months,26
1/31/2021,1700,Ophthalmology,Child,0-15, 6-9 Months,13
1/31/2021,1700,Ophthalmology,Child,0-15, 9-12 Months,5
1/31/2021,1800,Orthopaedics,Adult,16-64, 0-3 Months,240
1/31/2021,1800,Orthopaedics,Adult,16-64,18 Months +,1024
1/31/2021,1800,Orthopaedics,Adult,65+, 3-6 Months,121
1/31/2021,1800,Orthopaedics,Adult,65+, 6-9 Months,93
1/31/2021,1800,Orthopaedics,Adult,65+, 9-12 Months,110
1/31/2021,1800,Orthopaedics,Adult,65+,12-15 Months,127
1/31/2021,1900,Paediatrics,Child,0-15, 3-6 Months,151
1/31/2021,1900,Paediatrics,Child,0-15, 6-9 Months,75
1/31/2021,1900,Paediatrics,Child,0-15,12-15 Months,103
1/31/2021,2300,Nephrology,Adult,16-64, 0-3 Months,21
1/31/2021,2300,Nephrology,Child,0-15, 0-3 Months,1
1/31/2021,2500,Rheumatology,Adult,16-64,18 Months +,119
1/31/2021,2500,Rheumatology,Adult,65+, 0-3 Months,78
1/31/2021,2500,Rheumatology,Adult,65+, 3-6 Months,76
1/31/2021,2500,Rheumatology,Adult,65+, 9-12 Months,69
1/31/2021,2500,Rheumatology,Adult,65+,12-15 Months,61
1/31/2021,2600,General Surgery,Adult,16-64,15-18 Months,83
1/31/2021,2600,General Surgery,Adult,65+, 0-3 Months,101
1/31/2021,2600,General Surgery,Adult,65+, 9-12 Months,50
1/31/2021,2600,General Surgery,Adult,65+,18 Months +,115
1/31/2021,2600,General Surgery,Child,0-15, 3-6 Months,31
1/31/2021,2600,General Surgery,Child,0-15,12-15 Months,5
1/31/2021,5000,General Medicine,Adult,16-64, 0-3 Months,300
1/31/2021,5000,General Medicine,Adult,16-64, 3-6 Months,147
1/31/2021,5000,General Medicine,Adult,16-64, 6-9 Months,110
1/31/2021,5000,General Medicine,Adult,16-64, 9-12 Months,74
1/31/2021,5000,General Medicine,Adult,16-64,12-15 Months,44
1/31/2021,5000,General Medicine,Child,0-15,15-18 Months,1
1/31/2021,7800,Urology,Adult,16-64,18 Months +,169
1/31/2021,7800,Urology,Adult,65+, 0-3 Months,40
1/31/2021,7800,Urology,Adult,65+, 9-12 Months,29
1/31/2021,8003,Pain Relief,Adult,16-64, 0-3 Months,48
1/31/2021,8003,Pain Relief,Adult,16-64, 6-9 Months,23
1/31/2021,8003,Pain Relief,Adult,16-64, 9-12 Months,33
1/31/2021,8003,Pain Relief,Child,0-15,18 Months +,1
1/31/2021,8800,Immunology,Adult,16-64, 6-9 Months,2
1/31/2021,8800,Immunology,Adult,16-64, 9-12 Months,5
1/31/2021,8800,Immunology,Adult,16-64,12-15 Months,3
1/31/2021,100,Cardiology,Adult,65+, 0-3 Months,207
1/31/2021,100,Cardiology,Adult,65+, 6-9 Months,115
1/31/2021,100,Cardiology,Adult,65+, 9-12 Months,116
1/31/2021,100,Cardiology,Child,0-15,12-15 Months,1
1/31/2021,300,Dermatology,Adult,16-64,18 Months +,1062
1/31/2021,300,Dermatology,Adult,65+, 0-3 Months,88
1/31/2021,300,Dermatology,Adult,65+, 6-9 Months,24
1/31/2021,300,Dermatology,Adult,65+, 9-12 Months,30
1/31/2021,400,Endocrinology,Adult,16-64, 6-9 Months,55
1/31/2021,1300,Neurology,Adult,65+, 0-3 Months,11
1/31/2021,1800,Orthopaedics,Adult,16-64, 0-3 Months,34
1/31/2021,1800,Orthopaedics,Adult,16-64, 6-9 Months,24
1/31/2021,1800,Orthopaedics,Adult,16-64,15-18 Months,39
1/31/2021,1800,Orthopaedics,Adult,16-64,18 Months +,86
1/31/2021,1800,Orthopaedics,Adult,65+, 3-6 Months,31
1/31/2021,1800,Orthopaedics,Adult,65+,12-15 Months,21
1/31/2021,2600,General Surgery,Adult,0-15, 3-6 Months,2
1/31/2021,2600,General Surgery,Adult,0-15, 6-9 Months,1
1/31/2021,2600,General Surgery,Adult,16-64, 6-9 Months,21
1/31/2021,2600,General Surgery,Adult,16-64,15-18 Months,13
1/31/2021,2600,General Surgery,Adult,65+, 9-12 Months,4
1/31/2021,5000,General Medicine,Adult,65+, 0-3 Months,79
1/31/2021,5000,General Medicine,Adult,65+,18 Months +,37
1/31/2021,100,Cardiology,Adult,65+, 9-12 Months,53
1/31/2021,100,Cardiology,Adult,65+,18 Months +,24
1/31/2021,300,Dermatology,Adult,16-64, 0-3 Months,28
1/31/2021,300,Dermatology,Adult,65+, 3-6 Months,1
1/31/2021,300,Dermatology,Adult,65+, 6-9 Months,1
1/31/2021,300,Dermatology,Adult,65+,15-18 Months,1
1/31/2021,300,Dermatology,Child,0-15, 0-3 Months,69
1/31/2021,300,Dermatology,Child,0-15, 3-6 Months,47
1/31/2021,300,Dermatology,Child,0-15,12-15 Months,1
1/31/2021,400,Endocrinology,Adult,16-64,18 Months +,120
1/31/2021,400,Endocrinology,Adult,65+, 0-3 Months,27
1/31/2021,400,Endocrinology,Adult,65+, 3-6 Months,36
1/31/2021,400,Endocrinology,Adult,65+,12-15 Months,23
1/31/2021,400,Endocrinology,Adult,65+,15-18 Months,20
1/31/2021,402,Diabetes Mellitus,Adult,16-64, 9-12 Months,83
1/31/2021,600,Otolaryngology (ENT),Adult,65+, 0-3 Months,4
1/31/2021,700,Gastro-Enterology,Adult,16-64, 0-3 Months,294
1/31/2021,700,Gastro-Enterology,Adult,16-64, 3-6 Months,179
1/31/2021,700,Gastro-Enterology,Adult,16-64,15-18 Months,135
1/31/2021,700,Gastro-Enterology,Adult,65+, 6-9 Months,17
1/31/2021,700,Gastro-Enterology,Child,0-15,12-15 Months,1
1/31/2021,900,Geriatric Medicine,Adult,65+, 0-3 Months,94
1/31/2021,900,Geriatric Medicine,Adult,65+, 3-6 Months,85
1/31/2021,1100,Haematology,Adult,16-64, 3-6 Months,45
1/31/2021,1100,Haematology,Adult,16-64, 6-9 Months,5
1/31/2021,1100,Haematology,Adult,16-64,12-15 Months,1
1/31/2021,1100,Haematology,Adult,16-64,15-18 Months,1
1/31/2021,1100,Haematology,Child,0-15, 6-9 Months,4
1/31/2021,1300,Neurology,Adult,16-64, 3-6 Months,373
1/31/2021,1300,Neurology,Adult,16-64, 6-9 Months,249
1/31/2021,1300,Neurology,Adult,16-64,12-15 Months,187
1/31/2021,1300,Neurology,Adult,16-64,15-18 Months,221
1/31/2021,1300,Neurology,Child,0-15, 6-9 Months,1
1/31/2021,1302,Paediatric Neurology,Adult,16-64,12-15 Months,2
1/31/2021,1302,Paediatric Neurology,Adult,16-64,18 Months +,12
1/31/2021,1302,Paediatric Neurology,Child,0-15, 3-6 Months,57
1/31/2021,1302,Paediatric Neurology,Child,0-15, 6-9 Months,18
1/31/2021,1302,Paediatric Neurology,Child,0-15,12-15 Months,60
1/31/2021,400,Endocrinology,Adult,16-64, 9-12 Months,45
1/31/2021,400,Endocrinology,Adult,16-64,12-15 Months,23
1/31/2021,600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,267
1/31/2021,600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,206
1/31/2021,600,Otolaryngology (ENT),Adult,16-64, 9-12 Months,183
1/31/2021,600,Otolaryngology (ENT),Adult,16-64,12-15 Months,248
1/31/2021,600,Otolaryngology (ENT),Adult,16-64,18 Months +,783
1/31/2021,600,Otolaryngology (ENT),Child,0-15,15-18 Months,88
1/31/2021,700,Gastro-Enterology,Adult,16-64, 0-3 Months,518
1/31/2021,700,Gastro-Enterology,Adult,16-64, 3-6 Months,425
1/31/2021,700,Gastro-Enterology,Adult,16-64,12-15 Months,227
1/31/2021,700,Gastro-Enterology,Adult,65+, 6-9 Months,69
1/31/2021,700,Gastro-Enterology,Adult,65+, 9-12 Months,46
1/31/2021,900,Geriatric Medicine,Adult,65+, 0-3 Months,62
1/31/2021,900,Geriatric Medicine,Adult,65+, 3-6 Months,35
1/31/2021,900,Geriatric Medicine,Adult,65+, 6-9 Months,1
1/31/2021,1100,Haematology,Adult,16-64,15-18 Months,49
1/31/2021,1100,Haematology,Adult,65+,18 Months +,31
1/31/2021,1100,Haematology,Child,0-15, 0-3 Months,1
1/31/2021,1100,Haematology,Child,0-15, 6-9 Months,1
1/31/2021,1300,Neurology,Adult,16-64,15-18 Months,199
1/31/2021,1300,Neurology,Adult,65+,18 Months +,204
1/31/2021,1300,Neurology,Child,0-15, 0-3 Months,5
1/31/2021,1300,Neurology,Child,0-15, 9-12 Months,2
1/31/2021,1503,Gynaecology,Child,0-15, 0-3 Months,10
1/31/2021,1503,Gynaecology,Child,0-15, 3-6 Months,4
1/31/2021,1503,Gynaecology,Child,0-15, 9-12 Months,2
1/31/2021,1503,Gynaecology,Child,0-15,12-15 Months,2
1/31/2021,1503,Gynaecology,Child,0-15,18 Months +,2
1/31/2021,1600,Oncology,Adult,65+, 3-6 Months,15
1/31/2021,1600,Oncology,Adult,65+, 6-9 Months,4
